"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29"
"9330033.02",3136.00,5.60,2971.00,1143.00,7012.50,0.45,1005.00,30.00,980.00,5.80,1010.00,620.00,385.00,0.00,1010.00,2500.00,590.00,90.00,370.00,1160.00,695.00,640.00,60.30,3.10,2640.00,2640.00,2535.00,26389.00,39.60
"9330034.01",5221.00,5.20,4963.00,1932.00,7755.50,0.67,1780.00,225.00,1550.00,5.60,1780.00,1015.00,765.00,0.00,1780.00,4335.00,855.00,75.00,615.00,1775.00,1305.00,1255.00,58.50,2.90,4485.00,4490.00,4310.00,23930.00,41.10
"9330034.02",7294.00,0.00,7293.00,2650.00,5452.20,1.34,2485.00,355.00,2135.00,5.50,2485.00,1415.00,1070.00,0.00,2490.00,5950.00,1770.00,115.00,780.00,2990.00,1655.00,1300.00,63.20,2.80,5950.00,5950.00,5735.00,27365.00,41.10
"9330035.01",4298.00,2.00,4214.00,1701.00,5960.30,0.72,1525.00,20.00,1505.00,5.50,1525.00,860.00,665.00,0.00,1530.00,3610.00,955.00,90.00,520.00,1820.00,960.00,825.00,60.70,2.80,3775.00,3775.00,3670.00,25808.00,41.80
"9330035.02",7002.00,1.90,6869.00,2845.00,4564.50,1.53,2630.00,390.00,2245.00,5.40,2635.00,1335.00,1300.00,0.00,2635.00,5985.00,1520.00,160.00,895.00,2990.00,1745.00,1250.00,59.80,2.60,5985.00,5985.00,5770.00,26131.00,42.60
"9330036.01",6222.00,2.80,6051.00,2215.00,4543.60,1.37,2090.00,45.00,2040.00,6.10,2085.00,1330.00,755.00,0.00,2090.00,5355.00,1040.00,160.00,790.00,2365.00,1705.00,1280.00,58.20,2.90,5355.00,5350.00,5180.00,24733.00,42.90
"9330036.02",6140.00,2.90,5967.00,2225.00,4178.90,1.47,2045.00,35.00,2010.00,6.10,2050.00,1345.00,695.00,0.00,2045.00,5315.00,1120.00,100.00,760.00,2340.00,1820.00,1155.00,60.20,3.00,5315.00,5315.00,5125.00,27072.00,41.50
"9330037.01",4960.00,-1.00,5012.00,2215.00,8246.10,0.60,2010.00,130.00,1875.00,5.00,2010.00,930.00,1080.00,0.00,2010.00,4090.00,1660.00,170.00,630.00,2665.00,915.00,515.00,74.90,2.40,4205.00,4200.00,4105.00,33385.00,36.90
"9330037.02",3680.00,3.40,3559.00,1694.00,7090.60,0.52,1600.00,230.00,1375.00,4.50,1600.00,620.00,980.00,0.00,1600.00,3235.00,1250.00,130.00,540.00,2105.00,710.00,420.00,71.70,2.30,3185.00,3190.00,3115.00,31270.00,38.10
"9330038.00",5817.00,7.80,5394.00,3024.00,9877.70,0.59,2905.00,1030.00,1875.00,3.70,2905.00,1005.00,1900.00,0.00,2905.00,4995.00,2190.00,170.00,895.00,3535.00,1075.00,380.00,79.80,1.90,4875.00,4875.00,4815.00,41259.00,38.50
"9330039.01",5896.00,4.70,5630.00,3578.00,8254.20,0.71,3370.00,840.00,2525.00,3.70,3370.00,1000.00,2370.00,0.00,3370.00,5330.00,2915.00,180.00,865.00,4240.00,910.00,185.00,79.70,1.70,5330.00,5335.00,5255.00,43577.00,38.80
"9330039.02",5794.00,2.90,5630.00,3098.00,9603.80,0.60,2985.00,1935.00,1050.00,3.80,2985.00,1485.00,1500.00,0.00,2985.00,4785.00,2795.00,165.00,735.00,3845.00,720.00,215.00,72.80,1.80,4780.00,4780.00,4705.00,46750.00,43.10
"9330040.01",4106.00,9.20,3761.00,2990.00,15196.20,0.27,2840.00,920.00,1920.00,3.20,2840.00,540.00,2300.00,0.00,2835.00,3980.00,2080.00,125.00,720.00,3095.00,760.00,125.00,77.20,1.40,3950.00,3950.00,3910.00,40888.00,38.20
"9330040.02",4601.00,5.50,4360.00,3003.00,14532.50,0.32,2995.00,930.00,2070.00,3.30,3000.00,745.00,2255.00,0.00,3000.00,4295.00,2215.00,125.00,840.00,3355.00,780.00,160.00,76.60,1.50,4260.00,4260.00,4205.00,43493.00,42.40
"9330041.01",4450.00,2.40,4346.00,2868.00,11676.70,0.38,2735.00,1075.00,1660.00,3.60,2735.00,850.00,1885.00,0.00,2735.00,4085.00,2310.00,160.00,675.00,3265.00,710.00,105.00,74.20,1.60,4145.00,4150.00,4090.00,44730.00,44.00
"9330041.02",7411.00,5.70,7009.00,3965.00,7403.60,1.00,3740.00,2125.00,1610.00,4.50,3735.00,2255.00,1485.00,0.00,3735.00,6400.00,3570.00,245.00,935.00,4975.00,1140.00,295.00,70.30,1.90,6325.00,6325.00,6140.00,47701.00,41.80
"9330042.00",6482.00,5.90,6118.00,2964.00,5962.70,1.09,2640.00,460.00,2180.00,5.90,2640.00,1440.00,1200.00,0.00,2640.00,5480.00,2865.00,130.00,640.00,3850.00,1170.00,460.00,62.70,2.50,5480.00,5480.00,5280.00,37835.00,38.80
"9330043.01",4040.00,2.50,3940.00,1908.00,5679.70,0.71,1665.00,260.00,1400.00,6.00,1660.00,985.00,675.00,0.00,1660.00,3420.00,1850.00,100.00,375.00,2400.00,785.00,235.00,55.10,2.40,3475.00,3470.00,3305.00,35680.00,40.00
"9330043.02",4333.00,-0.10,4336.00,1760.00,4348.70,1.00,1605.00,230.00,1380.00,7.00,1605.00,1165.00,445.00,0.00,1605.00,3650.00,1975.00,145.00,375.00,2605.00,790.00,245.00,56.90,2.70,3590.00,3590.00,3390.00,41280.00,40.20
"9330044.00",4700.00,3.80,4527.00,2273.00,1650.00,2.85,2070.00,305.00,1765.00,6.20,2070.00,1175.00,895.00,0.00,2070.00,3985.00,2110.00,165.00,550.00,2910.00,800.00,275.00,52.80,2.20,4090.00,4090.00,3915.00,44343.00,45.60
"9330045.01",4803.00,1.60,4727.00,2598.00,7138.80,0.67,2405.00,730.00,1675.00,4.90,2405.00,1235.00,1170.00,0.00,2405.00,4380.00,2530.00,130.00,550.00,3385.00,785.00,205.00,71.10,2.00,4270.00,4275.00,4150.00,46208.00,41.10
"9330045.02",5870.00,6.40,5517.00,2990.00,8007.10,0.73,2780.00,705.00,2080.00,4.70,2780.00,1260.00,1520.00,0.00,2780.00,5145.00,3020.00,120.00,625.00,3935.00,870.00,340.00,71.50,2.10,5150.00,5150.00,5005.00,40405.00,38.10
"9330046.00",5158.00,3.80,4967.00,3195.00,10481.60,0.49,3015.00,1040.00,1970.00,3.70,3015.00,950.00,2065.00,0.00,3015.00,4675.00,2450.00,125.00,645.00,3490.00,900.00,280.00,71.40,1.70,4750.00,4750.00,4675.00,40422.00,40.50
"9330047.01",3662.00,4.60,3502.00,2444.00,11016.80,0.33,2245.00,950.00,1295.00,3.70,2245.00,805.00,1440.00,0.00,2245.00,3285.00,1810.00,70.00,575.00,2625.00,595.00,65.00,71.40,1.50,3330.00,3330.00,3290.00,49465.00,45.70
"9330047.02",4102.00,3.00,3982.00,2796.00,10469.60,0.39,2700.00,930.00,1775.00,3.30,2700.00,640.00,2065.00,0.00,2705.00,3945.00,2145.00,170.00,630.00,3140.00,685.00,120.00,78.70,1.50,3895.00,3900.00,3860.00,46702.00,39.40
"9330048.00",7932.00,7.70,7366.00,5085.00,6503.80,1.22,4775.00,2625.00,2150.00,3.70,4775.00,2120.00,2650.00,0.00,4775.00,7250.00,4195.00,230.00,1010.00,5745.00,1220.00,290.00,73.60,1.60,7255.00,7250.00,7125.00,47480.00,41.30
"9330049.01",13855.00,69.40,8179.00,8528.00,8935.30,1.55,7725.00,6785.00,940.00,3.80,7730.00,4195.00,3530.00,0.00,7725.00,12435.00,7320.00,485.00,1985.00,10265.00,1825.00,350.00,78.50,1.80,12435.00,12435.00,12230.00,57280.00,39.00
"9330049.02",5968.00,3.10,5788.00,3249.00,7014.60,0.85,3145.00,2165.00,980.00,4.30,3145.00,1630.00,1510.00,0.00,3140.00,5180.00,2650.00,170.00,915.00,3975.00,950.00,255.00,58.40,1.80,5180.00,5180.00,5075.00,48314.00,50.60
"9330050.02",6238.00,8.40,5752.00,3642.00,9156.00,0.68,3480.00,780.00,2700.00,3.70,3480.00,955.00,2530.00,0.00,3480.00,5685.00,2220.00,195.00,960.00,3720.00,1200.00,755.00,69.40,1.80,5635.00,5635.00,5550.00,31067.00,40.70
"9330050.03",6079.00,22.30,4971.00,3841.00,4702.90,1.29,3635.00,1895.00,1735.00,3.10,3635.00,1460.00,2170.00,0.00,3635.00,5405.00,2520.00,155.00,1085.00,4070.00,945.00,395.00,76.00,1.60,5435.00,5440.00,5375.00,41461.00,38.90
"9330050.04",3148.00,-2.00,3212.00,2015.00,10264.10,0.31,1915.00,850.00,1070.00,3.20,1920.00,640.00,1275.00,0.00,1915.00,2885.00,1020.00,100.00,595.00,1910.00,665.00,310.00,69.50,1.70,2855.00,2850.00,2800.00,30320.00,40.40
"9330051.01",3389.00,2.10,3320.00,1413.00,6226.30,0.54,1320.00,70.00,1250.00,6.00,1320.00,865.00,455.00,0.00,1320.00,2870.00,1090.00,85.00,420.00,1730.00,675.00,460.00,65.90,2.60,2860.00,2860.00,2785.00,34336.00,40.20
"9330051.02",4671.00,0.00,4671.00,1843.00,6186.80,0.76,1735.00,215.00,1520.00,5.80,1730.00,1035.00,695.00,0.00,1730.00,4065.00,865.00,130.00,595.00,1935.00,1235.00,900.00,60.10,2.60,4075.00,4075.00,3945.00,24687.00,43.50
"9330052.01",6112.00,2.60,5960.00,2449.00,4848.10,1.26,2225.00,100.00,2125.00,5.50,2225.00,1110.00,1115.00,0.00,2220.00,5185.00,945.00,145.00,665.00,2080.00,1555.00,1545.00,53.40,2.70,5185.00,5185.00,4955.00,22194.00,43.00
"9330052.02",6272.00,0.20,6258.00,2370.00,4731.80,1.33,2215.00,100.00,2115.00,5.80,2215.00,1260.00,960.00,0.00,2215.00,5330.00,1095.00,175.00,755.00,2350.00,1730.00,1250.00,60.70,2.80,5330.00,5330.00,5160.00,26784.00,42.50
