"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19","COL20","COL21","COL22","COL23","COL24","COL25","COL26","COL27","COL28","COL29"
"4210320.03",3718.00,-4.00,3873.00,1504.00,910.00,4.09,1505.00,210.00,1300.00,6.50,1505.00,1235.00,270.00,0.00,1510.00,3055.00,585.00,100.00,795.00,1995.00,685.00,375.00,65.80,2.50,3050.00,3055.00,2990.00,42413.00,39.90
"4210320.04",3453.00,2.10,3382.00,1500.00,2625.10,1.32,1475.00,50.00,1425.00,5.70,1475.00,805.00,670.00,0.00,1475.00,2635.00,425.00,70.00,555.00,1525.00,580.00,530.00,54.00,2.10,2700.00,2695.00,2645.00,34830.00,48.20
"4210320.05",3370.00,-3.60,3495.00,1312.00,104.40,32.29,1290.00,35.00,1255.00,7.00,1285.00,1165.00,120.00,0.00,1290.00,2825.00,500.00,115.00,615.00,1825.00,625.00,380.00,73.10,2.60,2785.00,2785.00,2715.00,42464.00,41.30
"4210320.07",4473.00,-1.80,4557.00,1676.00,2771.50,1.61,1655.00,30.00,1620.00,7.00,1650.00,1510.00,140.00,0.00,1655.00,3600.00,740.00,100.00,835.00,2335.00,785.00,485.00,69.60,2.60,3600.00,3605.00,3510.00,41651.00,42.20
"4210320.08",7321.00,8.90,6724.00,2897.00,2097.10,3.49,2870.00,785.00,2080.00,6.40,2870.00,2510.00,360.00,0.00,2870.00,5945.00,1370.00,240.00,1450.00,4080.00,1190.00,680.00,75.00,2.60,5950.00,5950.00,5800.00,45812.00,38.20
"4210330.00",2172.00,-9.80,2409.00,1315.00,1866.00,1.16,1245.00,80.00,1165.00,4.70,1245.00,385.00,855.00,0.00,1245.00,2010.00,160.00,25.00,240.00,840.00,520.00,650.00,53.20,1.70,1955.00,1955.00,1920.00,27456.00,46.30
"4210340.01",1869.00,0.70,1856.00,910.00,1786.60,1.05,865.00,55.00,805.00,5.90,865.00,535.00,335.00,0.00,865.00,1615.00,295.00,45.00,340.00,1040.00,335.00,240.00,59.30,2.10,1595.00,1590.00,1570.00,34213.00,43.30
"4210340.02",4780.00,-2.70,4911.00,2109.00,3304.80,1.45,2070.00,120.00,1950.00,5.60,2070.00,990.00,1080.00,0.00,2070.00,3695.00,545.00,115.00,815.00,2250.00,775.00,675.00,64.50,2.10,3715.00,3715.00,3635.00,34542.00,46.70
"4210340.03",5364.00,-3.80,5575.00,2179.00,779.90,6.88,2130.00,70.00,2065.00,6.70,2130.00,1815.00,310.00,0.00,2130.00,4590.00,760.00,165.00,1105.00,2980.00,1075.00,540.00,67.60,2.50,4590.00,4590.00,4485.00,41406.00,42.60
"4210360.01",7176.00,4.30,6877.00,2929.00,2326.20,3.08,2885.00,80.00,2805.00,6.30,2885.00,2495.00,390.00,0.00,2890.00,5815.00,770.00,170.00,1090.00,3425.00,1305.00,1090.00,69.70,2.50,5815.00,5820.00,5685.00,38470.00,39.20
